"first_name","last_name","full_name","title","company_name","company_domain","linkedin_url","email (if found)","seniority","source (blitz/clay/both)"
"Matt","Blumberg","Matt Blumberg","CEO","Markup AI","acrolinx.com","https://www.linkedin.com/in/blumbergmatt","","CXO","blitz"
"Neeraj","Nagpal","Neeraj Nagpal","Co-Founder","Acronotics Limited","acronotics.com","https://www.linkedin.com/in/neeraj-nagpal","","CXO","blitz"
"Blair","Beisel","Blair Beisel","VP of Sales","ACSI - Alternetive Converged Solutions Inc.","acsiconnect.com","https://www.linkedin.com/in/beisel","","VP","blitz"
"Raghu","Raghavan","Raghu Raghavan","Founder & Board Member","Act-On Software","act-on.com","https://www.linkedin.com/in/raghuraghavan","","CXO","blitz"
"Craig","Schinn","Craig Schinn","Co-Founder","Actable","actable.com","https://www.linkedin.com/in/craigschinn","","CXO","blitz"
"Matt","Greitzer","Matt Greitzer","Co-Founder","Actable","actable.com","https://www.linkedin.com/in/mattgreitzer","","CXO","blitz"
"Mohit","Baheti","Mohit Baheti","COO and Co Founder","Acting Office","actingoffice.com","https://www.linkedin.com/in/mohit-baheti-aa664b71","","CXO","blitz"
"Francois","Theriault","Francois Theriault","Co-Founder","Action_104","action104.com","https://www.linkedin.com/in/francois-theriault-8280b227","","CXO","blitz"
"Vincent","Thériault","Vincent Thériault","Co-Founder","Action_104","action104.com","https://www.linkedin.com/in/vincent-theriault","","CXO","blitz"
"Matt","Groves","Matt Groves","Co-founder and CTO","Action Apps","actionapps.co.uk","https://www.linkedin.com/in/mattgroves","","CXO","blitz"
"David","Roberts","David Roberts","Co-Founder and CEO","Action Starter Limited","actionstarter.co.uk","https://www.linkedin.com/in/1davidroberts1","","CXO","blitz"
"Oliver","Tromp","Oliver Tromp","VP Sales, EMEA","Actionstep","actionstep.com","https://www.linkedin.com/in/otromp-law-firm-practice-management","","VP","blitz"
"Rohan","Jacob","Rohan Jacob","CEO","ActivateStaff","activatestaff.com","https://www.linkedin.com/in/rohangjacob","","CXO","blitz"
"Sean","Leonard","Sean Leonard","CEO/Co-Founder","ActiveDEMAND","activedemand.com","https://www.linkedin.com/in/leonardsean","","CXO","blitz"
"Noam","Schwartz","Noam Schwartz","CEO & Co-Founder","Alice (Formerly ActiveFence)","activefence.com","https://www.linkedin.com/in/noamsp","","CXO","blitz"
"John","O'Donnell","John O'Donnell","Chief Revenue Officer (Global GTM)","Alice (Formerly ActiveFence)","activefence.com","https://www.linkedin.com/in/john-c-odonnell","","CXO","blitz"
"Fred","Yee","Fred Yee","Founder and Chairman","ActiveIQ","activeiq.co","https://www.linkedin.com/in/fredyee","","CXO","blitz"
"Davit","Buniatyan","Davit Buniatyan","Founder","Activeloop","activeloop.ai","https://www.linkedin.com/in/davidbuniatyan","","CXO","blitz"
"Anshul","Gupta","Anshul Gupta","Co-Founder","Actively","actively.ai","https://www.linkedin.com/in/agupta24","","CXO","blitz"
"Tyler","John","Tyler John","Chief Revenue Officer (CRO)","Actively","actively.ai","https://www.linkedin.com/in/tylerjohn","","CXO","blitz"
"Peter","Baumann","Peter Baumann","CEO and Founder","ActiveNav","activenav.com","https://www.linkedin.com/in/peter-baumann-9204a4","","CXO","blitz"
"Steve","Rafferty","Steve Rafferty","CEO & Founder","ActiveProspect","activeprospect.com","https://www.linkedin.com/in/stevenrafferty","","CXO","blitz"
"Emma","Bernstein","Emma Bernstein","VP of Sales","ActiveProspect","activeprospect.com","https://www.linkedin.com/in/estewart920","","VP","blitz"
"Tim","Finnigan","Tim Finnigan","Head of Growth Marketing","ActiveProspect","activeprospect.com","https://www.linkedin.com/in/timfinnigan1","","Director","blitz"
"Steven","Ruggieri","Steven Ruggieri","Chief Revenue Officer (CRO)","ActiveState","activestate.com","https://www.linkedin.com/in/sruggieri","","CXO","blitz"
"Xavier","Bellouard","Xavier Bellouard","Co-Founder, Board member/advisor","ActiveViam","activeviam.com","https://www.linkedin.com/in/xavier-bellouard-a38690","","CXO","blitz"
"Igor","Gitsevich","Igor Gitsevich","VP, Solution Sales","ActiveViam","activeviam.com","https://www.linkedin.com/in/igor-gitsevich","","VP","blitz"
"Igor","Bobriakov","Igor Bobriakov","Principal AI Architect & Founder","ActiveWizards | AI Engineering Studio","activewizards.com","https://www.linkedin.com/in/bobriakov","","CXO","blitz"
"Tom","Mitchell","Tom Mitchell","CEO","Actsoft Inc","actsoft.com","https://www.linkedin.com/in/tom-mitchell-897946a","","CXO","blitz"
"John","Kennedy","John Kennedy","Founder & CEO","Actual AI","actual.ai","https://www.linkedin.com/in/johnakennedy","","CXO","blitz"
"Karthik","Balakrishnan","Karthik Balakrishnan","Co-Founder and President","ACTUAL","actualhq.com","https://www.linkedin.com/in/kbalakri","","CXO","blitz"
"Patrick","Questembert","Patrick Questembert","Co-founder, Senior Developer","Actual","actualplatform.com","https://www.linkedin.com/in/patrickquestembert","","CXO","blitz"
"Robert","Coe","Robert Coe","CTO, Co-founder","AcuityMD","acuitymd.com","https://www.linkedin.com/in/coerobert","","CXO","blitz"
"Lee","Smith","Lee Smith","Co-Founder, Head of Commercial Development","AcuityMD","acuitymd.com","https://www.linkedin.com/in/lee-smith-54a34747","","CXO","blitz"
"Michael","Monovoukas","Michael Monovoukas","CEO, Co-founder","AcuityMD","acuitymd.com","https://www.linkedin.com/in/michael-monovoukas-0786a52b","","CXO","blitz"
"Kathleen","Brunner","Kathleen Brunner","President & CEO","Acumen Analytics","acumenanalytics.com","https://www.linkedin.com/in/kathleen-brunner","","CXO","blitz"
"Phil","Perkins","Phil Perkins","President and CEO","ACUMEN Corporation","acumencorp.com","https://www.linkedin.com/in/phil-perkins-39a15b","","CXO","blitz"
"Marvin","Martin","Marvin Martin","Founder/ Chief Revenue Officer","Acutro","acutro.net","https://www.linkedin.com/in/marvin-martin-1ab5ab10","","CXO","blitz"
"Brian","Fox","Brian Fox","CEO","AdAction","adaction.com","https://www.linkedin.com/in/foxbrian","","CXO","blitz"
"Gayathri","Srirajendrarajah","Gayathri Srirajendrarajah","Founder","Adage Digital Ltd","adagedigital.io","https://www.linkedin.com/in/gayathrirajahmba","","CXO","blitz"
"Michael","Ibrahim","Michael Ibrahim","Head of Growth & Energy","Ada Infrastructure","adainfrastructure.com","https://www.linkedin.com/in/michael-ibrahim11","","Director","blitz"
"Arsh","Shah Dilbagi","Arsh Shah Dilbagi","Co-founder & CEO","Adaline","adaline.ai","https://www.linkedin.com/in/dilbagi","","CXO","blitz"
"Jon","Anthony","Jon Anthony","Founder","Adappt","adappt.ai","https://www.linkedin.com/in/jonanthony","","CXO","blitz"
"Sheida","Shahi","Sheida Shahi","Founder, CEO, Architect","Adaptis","adaptis.ai","https://www.linkedin.com/in/sheidashahi","","CXO","blitz"
"Henry","Bradlow","Henry Bradlow","Co-Founder and CTO","Adaptive","adaptive.build","https://www.linkedin.com/in/henry-bradlow-a686052a","","CXO","blitz"
"Jeff","Stieber","Jeff Stieber","Strategic Advisor to the CEO, Adaptive Build","Adaptive","adaptive.build","https://www.linkedin.com/in/jeffstieber","","CXO","blitz"
"Matt","Calvano","Matt Calvano","Co-Founder and CEO","Adaptive","adaptive.build","https://www.linkedin.com/in/mattcalvano","","CXO","blitz"
"Aviv","Revach","Aviv Revach","CEO & Co-founder","Adaptive6","adaptive6.com","https://www.linkedin.com/in/avivrevach","","CXO","blitz"
"Art","Allen","Art Allen","President and CEO","Adaptive Computing","adaptivecomputing.com","https://www.linkedin.com/in/art-allen-1a9673b2","","CXO","blitz"
"Michael","Jackson","Michael Jackson","President and Co-Founder (Sales, Marketing, Partner Business Develpment & Operations)","Adaptive Computing","adaptivecomputing.com","https://www.linkedin.com/in/michael-jackson-990432","","CXO","blitz"
"Shruthi","Rao","Shruthi Rao","C.E.O. & Co-Founder","Adapt Ready, Inc.","adaptready.com","https://www.linkedin.com/in/shruthinrao","","CXO","blitz"
"Sharad","Agrawal","Sharad Agrawal","Co-Founder & COO","Adapts","adapts.ai","https://www.linkedin.com/in/sharad-pm","","CXO","blitz"
"Vitaly","Davydov","Vitaly Davydov","CEO, Co-Founder","Adapty.io","adapty.io","https://www.linkedin.com/in/iwitaly","","CXO","blitz"
"Andrew","Parkin","Andrew Parkin","VP of Sales, Tourism","Adara - A RateGain Company","adara.com","https://www.linkedin.com/in/andrew-parkin","","VP","blitz"
"Jason","Manges","Jason Manges","VP Sales- Tourism","Adara - A RateGain Company","adara.com","https://www.linkedin.com/in/jason-manges-07b18914","","VP","blitz"
"Ali Ufuk","Peker, PhD","Ali Ufuk Peker, PhD","CEO","ADASTEC Corp.","adastec.com","https://www.linkedin.com/in/aupeker","","CXO","blitz"
"Kamil","Guclu","Kamil Guclu","Co-Founder","ADASTEC Corp.","adastec.com","https://www.linkedin.com/in/kamilguclu","","CXO","blitz"
"Rajiv","Khaneja","Rajiv Khaneja","Founder & CEO","AdButler","adbutler.com","https://www.linkedin.com/in/rajivkhaneja","","CXO","blitz"
"San","Banerjee","San Banerjee","CEO","ADDA.io","adda.io","https://www.linkedin.com/in/sanbanerjee","","CXO","blitz"
"West","Jones","West Jones","Founder/CEO","Addiction Recovery","addictionrecovery.com","https://www.linkedin.com/in/westjones","","CXO","blitz"
"Shuchi ""SK""","Khurana","Shuchi ""SK"" Khurana","Founder, President & CEO","Addiguru","addiguru.com","https://www.linkedin.com/in/shuchikhurana","","CXO","blitz"
"Jason","Dettbarn","Jason Dettbarn","Founder & CTO","Addigy","addigy.com","https://www.linkedin.com/in/dettbarn","","CXO","blitz"
"Jason","Tober","Jason Tober","President & CEO","Addigy","addigy.com","https://www.linkedin.com/in/jasontober","","CXO","blitz"
"Suzy","Dean","Suzy Dean","CEO, Co-Founder","Addin365","addin365.com","https://www.linkedin.com/in/suzy-dean-b5877412","","CXO","blitz"
"Andy","L.","Andy L.","Founder & CEO","Addmi, Inc.","addmi.com","https://www.linkedin.com/in/dragonlim","","CXO","blitz"
"Rishabh","Bansal","Rishabh Bansal","Founder and CEO","Pipeline AI","addpipeline.ai","https://www.linkedin.com/in/rishabhbansal","","CXO","blitz"
"Michael","Vandi","Michael Vandi","Founder & CEO","Addy AI","addy.so","https://www.linkedin.com/in/michael-vandi","","CXO","blitz"
"Brian","DeAngelis","Brian DeAngelis","Co-Founder & Chief Scientist","AdeptID","adept-id.com","https://www.linkedin.com/in/brian-deangelis-8a90a939","","CXO","blitz"
"Fernando","Rodriguez-Villa","Fernando Rodriguez-Villa","CEO and Co-Founder","AdeptID","adept-id.com","https://www.linkedin.com/in/fernandorodriguezvilla","","CXO","blitz"
"Paul","Moriarity","Paul Moriarity","Chief Revenue Officer (CRO)","Adeptia","adeptia.com","https://www.linkedin.com/in/paul-moriarity-84aa442","","CXO","blitz"
"J.J.","Wallia","J.J. Wallia","CEO/Co-founder","ADF Solutions, Inc.","adfsolutions.com","https://www.linkedin.com/in/jwallia","","CXO","blitz"
"Stuart","Hutchinson","Stuart Hutchinson","VP Sales EMEA","ADF Solutions, Inc.","adfsolutions.com","https://www.linkedin.com/in/stuarthutchinson07","","VP","blitz"
"Josh","Stein","Josh Stein","Cofounder and Board Member","AdhereTech","adheretech.com","https://www.linkedin.com/in/joshdstein","","CXO","blitz"
"Greg","Cohn","Greg Cohn","Founder & CEO","Ad Hoc Labs (makers of Burner + Dialed)","adhoclabs.co","https://www.linkedin.com/in/gregcohn","","CXO","blitz"
"Scott","James","Scott James","CEO","Applied Dynamics International","adi.com","https://www.linkedin.com/in/scott-james-2874ba3","","CXO","blitz"
"Chris","Huff","Chris Huff","CEO","Adlib","adlibsoftware.com","https://www.linkedin.com/in/chris-huff","","CXO","blitz"
"Mike","Chasteen","Mike Chasteen","Chief Revenue Officer (CRO)","Adlib","adlibsoftware.com","https://www.linkedin.com/in/mchasteen","","CXO","blitz"
"Lars Sneftrup","Pedersen","Lars Sneftrup Pedersen","CEO","Admin By Request","adminbyrequest.com","https://www.linkedin.com/in/larssneftrup","","CXO","blitz"
"Darryl","Izzard","Darryl Izzard","President and CEO","AdmissionPros, LLC","admissionpros.com","https://www.linkedin.com/in/darryl-izzard-0b8b6622","","CXO","blitz"
"Anthony","Scarpone-Lambert, BSN, RN","Anthony Scarpone-Lambert, BSN, RN","Co-Founder & CEO","Adni","adni.co","https://www.linkedin.com/in/anthonyscarpone-lambert","","CXO","blitz"
"Jennifferre","Mancillas, BSN, RN, RNC-NIC","Jennifferre Mancillas, BSN, RN, RNC-NIC","Co-Founder & COO","Adni","adni.co","https://www.linkedin.com/in/jennifferre-mancillas","","CXO","blitz"
"Akash","Magoon","Akash Magoon","Co-Founder and Chief Executive Officer","Adonis","adonis.io","https://www.linkedin.com/in/akash-magoon-148a3029","","CXO","blitz"
"Michael","Wadsworth","Michael Wadsworth","Founder","adoor","adoor.co.uk","https://www.linkedin.com/in/michael-wadsworth","","CXO","blitz"
"Fahim","Ferdous","Fahim Ferdous","Co-Founder","AdQuick","adquick.com","https://www.linkedin.com/in/fahimferdous","","CXO","blitz"
"Adam","Singer","Adam Singer","VP of Marketing","AdQuick","adquick.com","https://www.linkedin.com/in/adamsinger","","VP","blitz"
"Landon","Bennett","Landon Bennett","Co-Founder","Ad Reform","adreform.com","https://www.linkedin.com/in/landon-bennett-02285620","","CXO","blitz"
"Manoj","Verma","Manoj Verma","Founder & CEO","Adroit Infosystems","adroitinfosystems.com","https://www.linkedin.com/in/manojverma001","","CXO","blitz"
"Sridhar","B","Sridhar B","Executive VP of Sales","Adroit Innovative Solutions Inc","adroitinnovative.com","https://www.linkedin.com/in/sridhargoud123","","VP","blitz"
"David","Clutter","David Clutter","VP Sales, Global Agency Partnerships","AdRoll","adroll.com","https://www.linkedin.com/in/davidclutter","","VP","blitz"
"Ryan P.","Horn","Ryan P. Horn","VP, Head of Marketing","AdRoll","adroll.com","https://www.linkedin.com/in/ryanpatrickhorn","","VP","blitz"
"Ashish","Kasama","Ashish Kasama","Co-Founder","Ads & Scale","adsandscale.com","https://www.linkedin.com/in/ashishkasama","","CXO","blitz"
"James","Foley","James Foley","CEO","adserve","adserve.com","https://www.linkedin.com/in/jamesfoleyuk","","CXO","blitz"
"Josh","Pickering","Josh Pickering","VP of Sales","Adthena","adthena.com","https://www.linkedin.com/in/joshua-pickering","","VP","blitz"
"Paul","McManus","Paul McManus","CEO","Advanced Robot Solutions","advancedrobotsolutions.com","https://www.linkedin.com/in/pauljosephmcmanus","","CXO","blitz"
"Sourabh","Deorah","Sourabh Deorah","Founder & Chief Executive Officer","AdvantageClub.ai","advantageclub.ai","https://www.linkedin.com/in/sourabh-deorah","","CXO","blitz"
"Adam","Furlough","Adam Furlough","VP Sales & Delivery","Advent Resources, Inc.","adventresources.com","https://www.linkedin.com/in/adamfurlough","","VP","blitz"
"Filomena","Calicchia","Filomena Calicchia","Founder & CEO","Adverweb Consulting Group","adverweb.com","https://www.linkedin.com/in/fcalicchia","","CXO","blitz"
"Pedro","Pachuca","Pedro Pachuca","Co-founder and CEO","Advex AI","advex.ai","https://www.linkedin.com/in/pedropachuca","","CXO","blitz"
"Alfred","Bautista","Alfred Bautista","VP of Sales","Advex AI","advex.ai","https://www.linkedin.com/in/alfred-bautista","","VP","blitz"
"James","Bates","James Bates","Founder, CEO and Chairman","AdviNOW Medical","advinow.com","https://www.linkedin.com/in/jamessbates","","CXO","blitz"
"Hesom","Parhizkar","Hesom Parhizkar","Co-founder & Chief Product Officer (CPO)","AdvizorPro","advizorpro.com","https://www.linkedin.com/in/hesomparhizkar","","CXO","blitz"
"Michael","Magnan","Michael Magnan","Founder & CEO","AdvizorPro","advizorpro.com","https://www.linkedin.com/in/michaelmagnan","","CXO","blitz"
"Dustin","Echenique","Dustin Echenique","Chief Revenue Officer (CRO)","AdvizorPro","advizorpro.com","https://www.linkedin.com/in/dustin-echenique","","CXO","blitz"
"Steven","Scaffardi","Steven Scaffardi","Global CEO, Events & Publishing","Adwanted Group","adwanted.com","https://www.linkedin.com/in/stevenscaffardi","","CXO","blitz"
"Nigel","Clarkson","Nigel Clarkson","UK Managing Director & Global Chief Revenue Officer","Adwanted UK | B Corp","adwanted.com","https://www.linkedin.com/in/nigel-clarkson-16a99023","","CXO","blitz"
"JJ","Wilson","JJ Wilson","Co-Founder | President & COO","Adyton","adyton.io","https://www.linkedin.com/in/jj-wilson","","CXO","blitz"
"Jeff","Vance","Jeff Vance","Head of Growth","Adyton","adyton.io","https://www.linkedin.com/in/jeffmvance","","Director","blitz"
"Frederic","Laluyaux","Frederic Laluyaux","Co-founder, President and CEO","Aera Technology","aeratechnology.com","https://www.linkedin.com/in/flaluyaux","","CXO","blitz"
"Shariq","Mansoor","Shariq Mansoor","Founder and Chief Technology Officer","Aera Technology","aeratechnology.com","https://www.linkedin.com/in/shariqmansoor","","CXO","blitz"
"Gonzalo","Benedit","Gonzalo Benedit","Chief Revenue Officer (CRO)","Aera Technology","aeratechnology.com","https://www.linkedin.com/in/gonzalobenedit","","CXO","blitz"
"Jon","Moody","Jon Moody","Chief Revenue Officer","Aeries Software","aeries.com","https://www.linkedin.com/in/jondmoody","","CXO","blitz"
"Vishu","Rao","Vishu Rao","Founder and CEO","Aerosimple","aerosimple.com","https://www.linkedin.com/in/vishu91","","CXO","blitz"
"Jon","Bakke","Jon Bakke","Chief Revenue Officer","Aerospike","aerospike.com","https://www.linkedin.com/in/jonbakke","","CXO","blitz"
"Tom","Harber","Tom Harber","CEO","aer studios","aerstudios.co.uk","https://www.linkedin.com/in/tom-harber-marketing","","CXO","blitz"
"Eric","Dunn","Eric Dunn","CEO","Aesthetix CRM","aesthetixcrm.com","https://www.linkedin.com/in/wericdunn","","CXO","blitz"
"Michel","Paquet","Michel Paquet","CEO & Founder","Aetonix","aetonix.com","https://www.linkedin.com/in/michelpaquetca","","CXO","blitz"
"Russell","White","Russell White","VP Sales EMEA","Aevus","aevus.com","https://www.linkedin.com/in/russellwhiteivendionlineretail","","VP","blitz"
"Matt","Fisch","Matt Fisch","CEO and Chairman","AEye, Inc.","aeye.ai","https://www.linkedin.com/in/matt-fisch-6945122","","CXO","blitz"
"Rajashree","Varma","Rajashree Varma","Founder | CEO","AffableONE Inc.","affablebpm.com","https://www.linkedin.com/in/rajashreevarma","","CXO","blitz"
"Greg","Chavers","Greg Chavers","CRO/CSO","AffableONE Inc.","affablebpm.com","https://www.linkedin.com/in/gregchavers","","CXO","blitz"
"Thomas","Wagner","Thomas Wagner","Chief Revenue Officer","Affinitiv","affinitiv.com","https://www.linkedin.com/in/tolwagner","","CXO","blitz"
"Angie","Witham-Dugdale","Angie Witham-Dugdale","VP, Strategic Sales","Affinity (CRM)","affinity.co","https://www.linkedin.com/in/angie-witham-dugdale-b897b711","","VP","blitz"
