company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Metrica Relocations,https://www.metricarelocations.com,https://www.linkedin.com/company/metrica-relocations,San Antonio,US,32,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Metro Rph Metropolitan Health Staffing Network,https://www.metrorph.com,https://www.linkedin.com/company/metro-rph-metropolitan-health-staffing-network,Alton,US,30,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Metro Industrial Services,https://metroindustrialservices.com,https://www.linkedin.com/company/metroindustrialservices,Manchester,US,227,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Metroproof,https://www.metroproof.com,https://www.linkedin.com/company/metroproof,New York,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mican Technologies Inc,https://www.micantech.net,https://www.linkedin.com/company/mican-technologies,Bear,US,95,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mid Cal Labor Solutions,https://www.midcallabor.com,https://www.linkedin.com/company/mid-cal-labor-solutions,Bakersfield,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Midcom,https://www.midcom.com,https://www.linkedin.com/company/midcom,Anaheim,US,145,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Milestone Staffing,https://www.milestonestaffing.com,https://www.linkedin.com/company/milestone-staffing,Richardson,US,53,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Millennium Software and Staffing Inc,https://www.webmsi.com,https://www.linkedin.com/company/millennium-software-inc,Southfield,US,169,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
MillenniumSoft Inc,https://www.gomillenniumsoft.com,https://www.linkedin.com/company/millenniumsoft-inc,Fairfax,US,78,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Mission Hiring Hall, Inc",https://www.missionhiringhall.org,https://www.linkedin.com/company/mission-hiring-hall,San Francisco,US,41,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mitaja Corporation,https://www.mitajacorp.com,https://www.linkedin.com/company/mitaja-corporation,Fulton,US,49,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mjs Executive Search,https://www.mjsearch.com,https://www.linkedin.com/company/mjs-executive-search,White Plains,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mk Consulting Group,https://www.mk-consultinggroup.com,https://www.linkedin.com/company/mk-consulting-group,Charlotte,US,21,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mmc Hr,https://www.mmchr.com,https://www.linkedin.com/company/mmchr,Los Angeles,US,58,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Moffat Workforce,https://www.moffatworkforce.com,https://www.linkedin.com/company/moffat-workforce,Oakdale,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Monarch Technical Services, Inc",https://www.monarchtechnical.com,https://www.linkedin.com/company/monarch-technical-services,Rolling Meadows,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Monroe Staffing Services,https://www.monroestaffing.com,https://www.linkedin.com/company/monroe-staffing-services,New York,US,235,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Montgomery Professional Services Corporation,https://www.montgomerypsc.com,https://www.linkedin.com/company/montgomery-professional-services,San Jose,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Morningside,https://www.morningsideservices.com,https://www.linkedin.com/company/morningsideservices,Olympia,US,92,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Motek Technologies,https://www.motektech.com,https://www.linkedin.com/company/motek-technologies,San Jose,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mount Shasta Ski Park,https://www.skipark.com,https://www.linkedin.com/company/mount-shasta-ski-park,Mt Shasta,US,47,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Moxy,https://www.digmoxy.com,https://www.linkedin.com/company/moxy-jobs,Birmingham,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mrf Consulting,https://www.mrfconsulting.com,https://www.linkedin.com/company/mrf-consulting,Rockville,US,31,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Management Recruiters Of Bridgewater,https://www.mrbridgewater.com,https://www.linkedin.com/company/mri-network,Flemington,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Mountain Temp Services, Llc And Mts Mobile Staffing Services",https://www.mountaintemp.com,https://www.linkedin.com/company/mts-mobile-staffing,Apsen,US,232,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Mtx Therapy Services,https://www.mtxtherapy.com,https://www.linkedin.com/company/mtx-therapy-services,Tampa,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Mvp Workforce, Llc",https://mvpworkforce.com,https://www.linkedin.com/company/mvp-workforce-llc,Deerfield,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
My Hr,https://www.myhrmgmt.com,https://www.linkedin.com/company/my-hr,Atlanta,US,44,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Compass Hr,https://www.mycompasshr.com,https://www.linkedin.com/company/mycompasshr,Temecula,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
My Marketing Recruiter,https://www.mymarketingrecruiter.com,https://www.linkedin.com/company/mymarketingrecruiter,Atlanta,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Myriad Technical Services,https://www.myriadcorp.com,https://www.linkedin.com/company/myriad-technical-services,Naperville,US,24,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
NAAAHR,https://naaahr.org,https://www.linkedin.com/company/naaahr,Atlanta,US,28,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nagoya Sushi,https://www.nagoyasushi.com,https://www.linkedin.com/company/nagoya-sushi,Chesapeake,US,35,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nannies & Housekeepers Usa,https://www.nahusa.com,https://www.linkedin.com/company/nannies-&-housekeepers-usa,Las Vegas,US,61,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
National Anesthesia Services,https://nationalanesthesia.com,https://www.linkedin.com/company/nasinc,Beverly Hills,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nationwide Anesthesia Services,https://www.nwanesthesia.com,https://www.linkedin.com/company/nationwide-anesthesia-services,Sandersville,US,25,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Nationwide Technical & Executive Search, Inc",https://www.nwexs.com,https://www.linkedin.com/company/nationwide-technical-&-executive-search-inc-,Livonia,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nav Agder,https://www.nav.no/no/lokalt/agder,https://www.linkedin.com/company/nav-agder,Arendal,NO,57,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nav Innlandet,https://www.nav.no/no/lokalt/innlandet/rekruttering,https://www.linkedin.com/company/nav-oppland,Hamar,NO,44,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nav Vest-Viken,https://www.nav.no,https://www.linkedin.com/company/nav-vestviken,Drammen,NO,61,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Ncva Medical Staffing Inc,https://ncvamedicalstaffing.com,https://www.linkedin.com/company/ncva-medical-staffing-inc,Brookneal,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
New Haven Works,https://www.newhavenworkspipeline.org,https://www.linkedin.com/company/new-haven-works,New Haven,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
New Heritage Recruiters,https://www.newheritagerecruiters.com,https://www.linkedin.com/company/new-heritage-recruiters-health,Brea,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"New Ventures, Inc",https://www.newventures.org,https://www.linkedin.com/company/new-ventures-inc,Lagrange,US,45,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"New Wave People, Inc",https://nwpusa.com,https://www.linkedin.com/company/new-wave-people-inc-,Hightstown,US,23,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
New York Beacon Group Beacon Therapy,https://www.nybeacongroup.com,https://www.linkedin.com/company/new-york-beacon-group-beacon-therapy,Roslyn,US,25,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Newlin Associates, Llc",https://www.newlinassociates.com,https://www.linkedin.com/company/newlin-associates-llc,Larkspur,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
New Talent,https://www.mynewtalent.com,https://www.linkedin.com/company/newtalent,Charleston,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
North Georgia Staffing,https://www.ngastaffing.com,https://www.linkedin.com/company/nga-staffing,Kennesaw,US,117,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Ngp,https://www.ngpusa.com,https://www.linkedin.com/company/ngp,Nashville,US,76,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nia,https://www.nia.agency,https://www.linkedin.com/company/nia-llc,New York,US,76,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nightingale Nurses,https://www.nightingalenurses.net,https://www.linkedin.com/company/nightingale-nurses,Boca Raton,US,383,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nirvana Enterprises Llc,https://www.nirvanaenterprises.com,https://www.linkedin.com/company/nirvana-enterprises-llc,Edison,US,58,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
nLeague,https://www.nleague.com,https://www.linkedin.com/company/nleagueservices,Alpharetta,US,57,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Noneman Real Estate Company,https://www.noneman.com,https://www.linkedin.com/company/noneman-real-estate-company,Toledo,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Noor Inc,https://www.noorinc.com,https://www.linkedin.com/company/noor-inc,New York,US,44,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"North American Staffing Group, Inc",https://www.nasg.com,https://www.linkedin.com/company/north-american-staffing-group,Brea,US,64,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
North Andover School Of Dance,https://www.nasdg.com,https://www.linkedin.com/company/north-andover-school-of-dance,North Andover,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
North Central Camp Cherith,https://www.camp-cherith.com,https://www.linkedin.com/company/north-central-camp-cherith,Frazee,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
CareerSource North Florida,https://www.careersourcenorthflorida.com,https://www.linkedin.com/company/north-florida-workforce,Madison,US,42,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
North Texas Lead,https://www.northtexaslead.org,https://www.linkedin.com/company/north-tx-lead,Watauga,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Northeast Sports Training Inc,https://www.northeastsportstraining.com,https://www.linkedin.com/company/northeast-sports-training-inc,Warwick,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Northern Staffing Services,https://www.northernstaffingservices.com,https://www.linkedin.com/company/northernstaffingservices,Cadillac,US,37,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Northwest Tennessee Human Resource Agency, Inc",https://nwtdd.org,https://www.linkedin.com/company/northwest-tennessee-human-resource-agency-inc.,Martin,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Northwest Workforce Council,https://www.nwboard.org,https://www.linkedin.com/company/northwestworkforcecouncil,Bellingham,US,41,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nurses First Solutions,https://nursesfirstsolutions.com,https://www.linkedin.com/company/nurses-first-staffing-llc,Orlando,US,34,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nurses On Call,https://www.nursesoncallinc.com,https://www.linkedin.com/company/nurses-on-call,Pensacola,US,127,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Nursing Care Services, Inc",https://www.nursingcareservices.com,https://www.linkedin.com/company/nursing-care-services-inc,Lansdale,US,1766,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Nyc Healthcare Staffing,https://www.nychealthcarestaffing.com,https://www.linkedin.com/company/nyc-healthcare-staffing,New York,US,23,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Oakwood Search,https://oakwoodsearch.com,https://www.linkedin.com/company/oakwood-search-consultants,Denver,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Obsidian Hr,https://www.obsidianhr.com,https://www.linkedin.com/company/obsidianhr,Denver,US,18,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Oceana County Medical Care Facility,https://oceanamcf.org,https://www.linkedin.com/company/oceana-county-medical-care-facility,Hart,US,51,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Odesus, Inc.",https://www.odesus.com,https://www.linkedin.com/company/odesus,Los Angeles,US,21,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Odle Management Group Llc,https://odlemanagement.com,https://www.linkedin.com/company/odle-management-group-llc,Scottsdale,US,55,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Odyssey Aps Group,https://apslasvegas.net,https://www.linkedin.com/company/odyssey-aps-group,Las Vegas,US,38,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Office People Personalmanagement Gmbh,https://www.office-people.de,https://www.linkedin.com/company/office-people-personalmanagement-gmbh,Lippstadt Lippstadt,DE,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Ohio Laborers Benefits,https://www.ohiolaborers.com,https://www.linkedin.com/company/ohiolaborersbenefits,Westerville,US,32,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Oil Consultants Inc,https://www.oc99.com,https://www.linkedin.com/company/oil-consultants-inc,Houston,US,48,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Olio Restaurant,https://www.oliorestaurant.co.uk,https://www.linkedin.com/company/olio-restaurant,Canton,US,26,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Olsa Resources,https://www.olsaresources.com,https://www.linkedin.com/company/olsa-resources,Hillsboro,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Omniview,https://www.theomniview.com,https://www.linkedin.com/company/omni-leadership,Minneapolis,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Omni One,https://www.omnione.com,https://www.linkedin.com/company/omni-one,Dublin,US,111,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Omnilink Corporation,https://www.omnilinkcorp.com,https://www.linkedin.com/company/omnilink-corporation,Dallas,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
On Time Talent Solutions,https://www.ontimetalent.com,https://www.linkedin.com/company/on-time-talent-solutions,Minneapolis,US,30,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
On Demand Staffing,https://www.ondemandstaffing.com/home.html,https://www.linkedin.com/company/ondemandstaffing,Dallas,US,47,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
One Source Staffing Solutions,https://onesourcehrsolutions.com,https://www.linkedin.com/company/one-source-staffing-solutions,Wescosville,US,27,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"O\'neill Consulting, An Acertitude Company",https://oneillconsulting.com,https://www.linkedin.com/company/oneillconsulting,New York,US,31,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Onesource Staffing Solutions,https://www.onesourcestaffing.com,https://www.linkedin.com/company/onesource-staffing-solution,Wilkes-barre,US,46,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Onondaga Employee Leasing Services, Inc",https://www.oelspeo.com,https://www.linkedin.com/company/onondaga-employee-leasing-services-inc.,New York,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Onpoint Staffing,https://www.onpointstaffing.net,https://www.linkedin.com/company/onpoint-staffing,Baltimore,US,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
Onward Play,https://www.onwardplay.com,https://www.linkedin.com/company/onward-play,Los Angeles,US,25,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
"Openbox Solutions, Inc",https://www.openboxsolutions.com,https://www.linkedin.com/company/openbox-solutions-inc,Ann Arbor,US,40,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,Round 2: Blitz Find People scoped to company.linkedin_url (previously-unsourced companies from the full ICP company universe)
